DN_HistogramMode_5_var1,DN_HistogramMode_10_var1,CO_f1ecac_var1,CO_FirstMin_ac_var1,CO_HistogramAMI_even_2_5_var1,CO_trev_1_num_var1,MD_hrv_classic_pnn40_var1,SB_BinaryStats_mean_longstretch1_var1,SB_TransitionMatrix_3ac_sumdiagcov_var1,PD_PeriodicityWang_th0_01_var1,CO_Embed2_Dist_tau_d_expfit_meandiff_var1,IN_AutoMutualInfoStats_40_gaussian_fmmi_var1,FC_LocalSimple_mean1_tauresrat_var1,DN_OutlierInclude_p_001_mdrmd_var1,DN_OutlierInclude_n_001_mdrmd_var1,SP_Summaries_welch_rect_area_5_1_var1,SB_BinaryStats_diff_longstretch0_var1,SB_MotifThree_quantile_hh_var1,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_var1,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_var1,SP_Summaries_welch_rect_centroid_var1,FC_LocalSimple_mean3_stderr_var1,DN_HistogramMode_5_var2,DN_HistogramMode_10_var2,CO_f1ecac_var2,CO_FirstMin_ac_var2,CO_HistogramAMI_even_2_5_var2,CO_trev_1_num_var2,MD_hrv_classic_pnn40_var2,SB_BinaryStats_mean_longstretch1_var2,SB_TransitionMatrix_3ac_sumdiagcov_var2,PD_PeriodicityWang_th0_01_var2,CO_Embed2_Dist_tau_d_expfit_meandiff_var2,IN_AutoMutualInfoStats_40_gaussian_fmmi_var2,FC_LocalSimple_mean1_tauresrat_var2,DN_OutlierInclude_p_001_mdrmd_var2,DN_OutlierInclude_n_001_mdrmd_var2,SP_Summaries_welch_rect_area_5_1_var2,SB_BinaryStats_diff_longstretch0_var2,SB_MotifThree_quantile_hh_var2,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_var2,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_var2,SP_Summaries_welch_rect_centroid_var2,FC_LocalSimple_mean3_stderr_var2,DN_HistogramMode_5_var3,DN_HistogramMode_10_var3,CO_f1ecac_var3,CO_FirstMin_ac_var3,CO_HistogramAMI_even_2_5_var3,CO_trev_1_num_var3,MD_hrv_classic_pnn40_var3,SB_BinaryStats_mean_longstretch1_var3,SB_TransitionMatrix_3ac_sumdiagcov_var3,PD_PeriodicityWang_th0_01_var3,CO_Embed2_Dist_tau_d_expfit_meandiff_var3,IN_AutoMutualInfoStats_40_gaussian_fmmi_var3,FC_LocalSimple_mean1_tauresrat_var3,DN_OutlierInclude_p_001_mdrmd_var3,DN_OutlierInclude_n_001_mdrmd_var3,SP_Summaries_welch_rect_area_5_1_var3,SB_BinaryStats_diff_longstretch0_var3,SB_MotifThree_quantile_hh_var3,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_var3,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_var3,SP_Summaries_welch_rect_centroid_var3,FC_LocalSimple_mean3_stderr_var3,DN_HistogramMode_5_var4,DN_HistogramMode_10_var4,CO_f1ecac_var4,CO_FirstMin_ac_var4,CO_HistogramAMI_even_2_5_var4,CO_trev_1_num_var4,MD_hrv_classic_pnn40_var4,SB_BinaryStats_mean_longstretch1_var4,SB_TransitionMatrix_3ac_sumdiagcov_var4,PD_PeriodicityWang_th0_01_var4,CO_Embed2_Dist_tau_d_expfit_meandiff_var4,IN_AutoMutualInfoStats_40_gaussian_fmmi_var4,FC_LocalSimple_mean1_tauresrat_var4,DN_OutlierInclude_p_001_mdrmd_var4,DN_OutlierInclude_n_001_mdrmd_var4,SP_Summaries_welch_rect_area_5_1_var4,SB_BinaryStats_diff_longstretch0_var4,SB_MotifThree_quantile_hh_var4,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_var4,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_var4,SP_Summaries_welch_rect_centroid_var4,FC_LocalSimple_mean3_stderr_var4,DN_HistogramMode_5_var5,DN_HistogramMode_10_var5,CO_f1ecac_var5,CO_FirstMin_ac_var5,CO_HistogramAMI_even_2_5_var5,CO_trev_1_num_var5,MD_hrv_classic_pnn40_var5,SB_BinaryStats_mean_longstretch1_var5,SB_TransitionMatrix_3ac_sumdiagcov_var5,PD_PeriodicityWang_th0_01_var5,CO_Embed2_Dist_tau_d_expfit_meandiff_var5,IN_AutoMutualInfoStats_40_gaussian_fmmi_var5,FC_LocalSimple_mean1_tauresrat_var5,DN_OutlierInclude_p_001_mdrmd_var5,DN_OutlierInclude_n_001_mdrmd_var5,SP_Summaries_welch_rect_area_5_1_var5,SB_BinaryStats_diff_longstretch0_var5,SB_MotifThree_quantile_hh_var5,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_var5,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_var5,SP_Summaries_welch_rect_centroid_var5,FC_LocalSimple_mean3_stderr_var5,DN_HistogramMode_5_var6,DN_HistogramMode_10_var6,CO_f1ecac_var6,CO_FirstMin_ac_var6,CO_HistogramAMI_even_2_5_var6,CO_trev_1_num_var6,MD_hrv_classic_pnn40_var6,SB_BinaryStats_mean_longstretch1_var6,SB_TransitionMatrix_3ac_sumdiagcov_var6,PD_PeriodicityWang_th0_01_var6,CO_Embed2_Dist_tau_d_expfit_meandiff_var6,IN_AutoMutualInfoStats_40_gaussian_fmmi_var6,FC_LocalSimple_mean1_tauresrat_var6,DN_OutlierInclude_p_001_mdrmd_var6,DN_OutlierInclude_n_001_mdrmd_var6,SP_Summaries_welch_rect_area_5_1_var6,SB_BinaryStats_diff_longstretch0_var6,SB_MotifThree_quantile_hh_var6,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_var6,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_var6,SP_Summaries_welch_rect_centroid_var6,FC_LocalSimple_mean3_stderr_var6,class
-0.2160246899469288,-0.3780432074071253,1,1,0.1920669713344627,0.0,0.5714285714285714,2.0,0.0748299319727891,3,0.17324495715091395,1.0,1.0,-0.06666666666666665,0.19999999999999996,0.0,2.0,1.0789922078775833,0.0,0.0,2.3561944901925003,1.278710682719516,0.646796545402245,0.4903135102242825,1,1,0.611917041342499,1.2612065521805924,0.8571428571428571,4.0,0.008503401360544217,3,0.2630917129575002,1.0,1.0,0.19999999999999996,-0.1333333333333333,0.0,3.0,2.1065773332321154,0.0,0.0,2.3561944901925003,1.2234863362603725,1.0811364350088744,0.9032720537654788,1,1,0.5596404146362229,1.3645460735385349,0.9285714285714286,4.0,0.01020408163265306,0,0.1618336838398998,1.0,1.0,0.33333333333333326,0.06666666666666665,8.217301096052204e-34,3.0,2.1065773332321154,0.0,0.0,1.96349540849375,1.19355436991115,-0.7337993857053428,-0.9172492321316785,1,1,0.34774167179725013,0.6808811607746696,0.9285714285714286,2.0,0.02551020408163265,0,0.15881249456152624,4.0,1.0,-0.19999999999999996,0.46666666666666656,8.217301096052204e-34,2.0,1.8711604142318063,0.0,0.0,1.1780972450962501,1.3546996291470244,0.6189862190662565,0.12743833921952352,1,1,0.5911034563772035,0.9775099883315713,0.9285714285714286,3.0,0.015306122448979591,0,0.22060940887621847,2.0,1.0,-0.19999999999999996,0.33333333333333326,1.8488927466117464e-33,4.0,2.007556307437838,0.0,0.0,1.570796326795,1.210107228361285,0.36410954062720946,0.4733424028153723,1,1,0.00045826777392826007,0.0,0.5714285714285714,5.0,0.33333333333333337,0,0.3590120391691642,1.0,1.0,0.06666666666666665,0.2666666666666666,4.622231866529366e-34,2.0,0.0,0.0,0.0,2.3561944901925003,1.259718874872416,3
-0.21971768720102042,-0.439435374402041,1,4,0.2830698371523536,1.6100002941454097,0.7142857142857143,3.0,0.047619047619047616,0,0.1766909551140192,4.0,0.5,0.06666666666666665,0.1333333333333333,5.135813185032628e-35,3.0,1.2396593920543857,0.0,0.0,1.1780972450962501,1.3187992244476823,-1.1907988823640068,-1.0233427895315683,1,1,0.6119170413424989,-1.7515807929802543,0.8571428571428571,3.0,0.02551020408163265,0,0.31082123377811244,2.0,1.0,0.19999999999999996,-0.19999999999999996,8.217301096052204e-34,2.0,1.8711604142318063,0.0,0.0,2.3561944901925003,1.2721820161034085,-0.5786788137739345,-0.74829156953526,1,1,0.6499358188061466,-2.241753279988074,1.0,3.0,0.018707482993197275,0,0.14535610106464378,5.0,1.0,0.19999999999999996,-0.19999999999999996,8.217301096052204e-34,2.0,1.9701814400260844,0.0,0.0,1.96349540849375,1.144876431370813,-0.7008766440504625,-0.5256574830378468,1,1,0.5193905574235654,0.4641770756649991,1.0,2.0,0.022108843537414963,0,0.19330758143173601,3.0,1.0,-0.19999999999999996,0.06666666666666665,8.217301096052204e-34,3.0,1.8468891232610352,0.0,0.0,2.3561944901925003,1.2493308504897607,-0.6631316534019394,-0.473665466715671,1,1,0.5587866476051464,2.58086953018154,0.8571428571428571,3.0,0.013605442176870746,0,0.13638179471147763,1.0,1.0,0.06666666666666665,0.33333333333333326,2.054325274013051e-34,3.0,1.9701814400260842,0.0,0.0,2.3561944901925003,1.2051883040886935,0.20835271227699026,0.3646172464847329,2,4,0.14288399326701892,-0.2725544201297839,0.35714285714285715,8.0,0.33333333333333337,0,0.3613400155008172,2.0,0.3333333333333333,0.1333333333333333,0.8,8.217301096052204e-34,2.0,0.7549967581308246,0.0,0.0,0.7853981633975,1.1215739469126567,3
-0.039977162430338886,-0.21987439336686587,1,1,0.4648828509682792,3.3268665995111166,0.7857142857142857,2.0,0.0782312925170068,3,0.18604513975757156,1.0,1.0,0.46666666666666656,-0.33333333333333337,0.0,2.0,1.0933747175566466,0.0,0.0,2.3561944901925003,0.9232330196237525,-0.10801234497346435,0.054006172486732174,1,1,0.3725026724324547,-2.970339486770269,0.8571428571428571,2.0,0.022108843537414963,3,0.20121944859863983,3.0,1.0,0.19999999999999996,0.46666666666666656,0.0,2.0,1.8711604142318063,0.0,0.0,2.74889357189125,1.0562198866399848,-0.515896665567952,-0.3316478564365404,1,2,0.43356611461040784,0.7782769774658559,0.9285714285714286,3.0,0.01530612244897959,3,0.30858492543590366,2.0,1.0,0.46666666666666656,0.33333333333333326,5.1358131850326285e-33,3.0,2.007556307437838,0.0,0.0,1.96349540849375,1.2523772572364027,0.3066111815747543,0.1371681601781798,1,1,0.2636335649049915,2.6097251063311715,0.9285714285714286,6.0,0.04081632653061224,3,0.16604182978767704,1.0,1.0,0.0,0.33333333333333326,0.0,3.0,1.7721393884375285,0.0,0.0,2.74889357189125,1.1596106974743592,-0.017014565841824147,-0.5529733898592888,1,1,0.43356611461040784,1.7383988797447008,0.8571428571428571,4.0,0.030612244897959183,3,0.1277363051044757,3.0,1.0,0.1333333333333333,0.33333333333333326,2.054325274013051e-34,2.0,1.833785546820053,0.0,0.0,1.1780972450962501,1.1857599963441146,0.14564381625088385,0.3641095406272097,1,1,0.08889103063984402,-4.468617089515759,0.35714285714285715,9.0,0.22789115646258504,0,0.3228662080112412,1.0,1.0,-0.06666666666666665,0.46666666666666656,0.0,2.0,0.509137344082687,0.0,0.0,2.3561944901925003,1.38865930150177,3
-0.11346172578623503,-0.28365431446558775,1,1,0.30388342211764907,-2.728950128824103,0.5,2.0,0.09863945578231292,2,0.25100898061902055,4.0,1.0,-0.4666666666666667,-0.6,0.0,2.0,0.9799711820833054,0.0,0.0,1.96349540849375,0.8843328467091571,-0.1024055241955617,0.12800690524445235,1,3,0.43665976324924033,-1.8445938873708994,0.7857142857142857,3.0,0.08333333333333334,0,0.07377228666709999,3.0,0.3333333333333333,-0.33333333333333337,0.8666666666666667,1.1555579666323415e-34,3.0,1.2720898688202853,0.0,0.0,1.1780972450962501,0.8924391420653396,0.08116242124203588,0.2914468762782194,1,2,0.43889084299825026,-2.133470255064162,0.7857142857142857,6.0,0.006802721088435373,0,0.11626612862382141,3.0,1.0,-0.4,-0.19999999999999996,0.0,2.0,2.106577333232116,0.0,0.0,1.570796326795,0.9602021648693757,-0.4469642430437173,-0.6145758341851113,1,1,0.4791407002109078,0.6569225196281641,0.9285714285714286,4.0,0.01870748299319728,0,0.13133766205786848,1.0,1.0,0.2666666666666666,-0.06666666666666665,1.283953296258157e-35,2.0,1.8711604142318063,0.0,0.0,1.1780972450962501,1.4019913374001023,-0.6056527512335517,-0.44765638134653807,1,1,0.3933162573977502,-0.2685116613050104,0.8571428571428571,2.0,0.010204081632653059,0,0.2221411561680137,2.0,1.0,-0.19999999999999996,0.06666666666666665,8.217301096052204e-34,2.0,2.044931174849591,0.0,0.0,1.96349540849375,1.000360149473703,0.187082869338697,0.0,2,4,0.34774167179725013,0.9938777433618281,0.5714285714285714,3.0,0.08843537414965985,0,0.10194639762872011,1.0,0.5,0.6000000000000001,0.06666666666666665,1.5430265391475806e-34,3.0,1.8711604142318066,0.0,0.0,1.1780972450962501,1.2752500250000494,3
-0.1346216080214402,0.0673108040107202,1,1,0.6870920273799717,0.882228984606526,0.7142857142857143,3.0,0.05782312925170069,0,0.13660390288179555,1.0,1.0,0.19999999999999996,0.06666666666666665,2.054325274013051e-34,2.0,1.2720898688202853,0.0,0.0,2.74889357189125,1.4167164209112535,0.12667945590494212,-0.08234164633821317,1,2,0.6977414841556566,-1.8779750151520223,0.7142857142857143,3.0,0.023809523809523805,0,0.15574879125980046,3.0,1.0,0.06666666666666665,0.2666666666666666,0.0,2.0,1.90853528164356,0.0,0.0,1.570796326795,1.4487382860746911,0.4146782821774151,0.23409257864854105,1,1,0.4650291563513883,2.690666971993674,0.8571428571428571,4.0,0.040816326530612235,0,0.19288422603612154,3.0,1.0,0.6000000000000001,0.2666666666666666,1.8488927466117464e-33,3.0,1.710493230055004,0.0,0.0,2.74889357189125,1.3233059689612157,-0.1451805550149804,-0.33573003347214236,1,1,0.6729804835204519,0.8702380657434665,0.7857142857142857,3.0,0.035714285714285705,3,0.15409661829811927,1.0,1.0,0.19999999999999996,0.2666666666666666,2.054325274013051e-34,3.0,1.6114722042607263,0.0,0.0,1.96349540849375,1.3709306417193226,-0.3806934938134404,0.4758668672668007,1,1,0.6574916269429991,0.0798037603490905,0.9285714285714286,2.0,0.011904761904761904,0,0.17549211680162177,2.0,1.0,-0.06666666666666665,0.2666666666666666,8.217301096052204e-34,3.0,2.007556307437838,0.0,0.0,2.3561944901925003,1.2819264913422665,0.24152294576982403,0.36228441865473604,2,12,0.1243014880507334,-1.0063456073742667,0.07142857142857142,12.0,0.33333333333333337,0,0.2247561723354969,8.0,0.3333333333333333,-0.1333333333333333,0.8666666666666667,2.516548460665988e-33,2.0,0.0,0.0,0.0,0.7853981633975,0.8050764858994133,3
0.45901690318869015,0.271237260975135,1,4,0.09060736656074286,0.4204021840601984,0.7142857142857143,4.0,0.027210884353741492,0,0.2595429605978088,6.0,0.5,-0.4,0.33333333333333326,1.0066193842663953e-32,3.0,1.6488470716724797,0.0,0.0,1.570796326795,1.1129658122065837,0.6667978873483165,0.8486518566251302,1,2,0.6716031708025186,0.32218222903372473,0.6428571428571429,3.0,0.02551020408163265,3,0.1187603394011173,2.0,1.0,-0.19999999999999996,0.46666666666666656,8.217301096052204e-34,3.0,1.6731183626432509,0.0,0.0,1.96349540849375,1.2626910824052016,-0.39935910908787225,-0.20351954597747313,1,1,0.36717794404461224,-0.8377898398094009,0.8571428571428571,6.0,0.16666666666666669,0,0.06079364154570369,4.0,0.14285714285714285,-0.6,0.33333333333333326,5.1358131850326285e-33,3.0,2.1065773332321154,0.0,0.0,1.1780972450962501,0.6359479446284176,-0.4023529614712931,-0.22991597798359606,1,2,0.6716031708025186,-1.5221760268051143,0.8571428571428571,3.0,0.025510204081632647,2,0.14943304287545647,3.0,1.0,-0.19999999999999996,-0.06666666666666665,0.0,3.0,1.8711604142318063,0.0,0.0,1.96349540849375,1.1300225330412725,0.8312415060104696,0.9602272569431287,1,2,0.5455288707767034,-0.681262769010523,0.5,7.0,0.027210884353741492,2,0.2708672756557497,2.0,0.5,0.06666666666666665,-0.4666666666666667,8.217301096052204e-34,2.0,1.9701814400260844,0.0,0.0,1.1780972450962501,1.011255830828596,0.5400617248673217,0.7020802423275182,1,2,0.10609622313819585,-0.30378472023786834,0.5,5.0,0.03911564625850341,0,0.23627238155531627,2.0,1.0,-0.06666666666666665,0.33333333333333326,4.622231866529366e-34,2.0,1.6307991045856434,0.0,0.0,1.96349540849375,1.2847444033029223,3
-0.08345761876158009,0.04172880938078993,1,1,0.28135350123145464,0.9809384294737947,0.8571428571428571,2.0,0.0782312925170068,0,0.22452549921223952,3.0,1.0,0.33333333333333326,-0.4,5.135813185032628e-35,2.0,1.0933747175566466,0.0,0.0,1.96349540849375,1.0195584693068331,0.46714138203732736,0.2827434680752243,1,1,0.19068965861652898,-0.3152917699870158,0.8571428571428571,5.0,0.011904761904761904,3,0.34557385880207847,1.0,1.0,0.19999999999999996,0.46666666666666656,3.286920438420882e-33,4.0,2.007556307437838,0.0,0.0,2.3561944901925003,1.4065320999823414,-0.2914251729040973,-0.11142727199274305,1,3,0.692416755767814,-0.5477176140991867,1.0,3.0,0.013605442176870746,3,0.11378220053046885,5.0,0.5,-0.19999999999999996,0.33333333333333326,2.054325274013051e-34,4.0,1.7721393884375285,0.0,0.0,1.570796326795,1.3445259553187745,1.2792691977708583,0.19988581215169635,1,2,0.6836299402961369,-3.758127084632926,0.7857142857142857,3.0,0.005102040816326529,3,0.09189453655272743,5.0,1.0,0.3999999999999999,0.19999999999999996,8.217301096052204e-34,3.0,2.143952200643869,0.0,0.0,1.570796326795,1.2869688871774985,0.8297191742065364,0.6615328551106168,1,5,0.611917041342499,0.6959433893624264,0.8571428571428571,4.0,0.16666666666666669,0,0.1197827187301534,1.0,0.2,0.7333333333333334,-0.33333333333333337,3.286920438420882e-33,3.0,1.9085352816435597,0.0,0.0,1.1780972450962501,1.0690624218725395,0.7624446465681685,0.5606210636530651,1,1,0.28667822961929706,-3.131745252130915,0.7857142857142857,3.0,0.03401360544217687,0,0.23429597995846696,1.0,1.0,-0.19999999999999996,0.33333333333333326,3.286920438420882e-33,2.0,1.6488470716724797,0.0,0.0,2.3561944901925003,1.1704484161847948,3
-0.017202558830099468,-0.21847249714226225,1,1,0.0,-4.658465358364092,0.5,1.0,0.03571428571428571,0,0.18455915350633864,1.0,1.0,-0.8666666666666667,0.1333333333333333,8.217301096052204e-34,2.0,1.6307991045856436,0.0,0.0,1.570796326795,0.4165289028451901,-0.014602041508114338,-0.215380112244685,1,2,0.0,-3.477860306025438,0.5,1.0,0.03401360544217687,0,0.17402367583237563,3.0,1.0,-0.8666666666666667,0.1333333333333333,8.217301096052204e-34,2.0,1.5367224694372195,0.0,0.0,1.570796326795,0.4064415387602492,0.03088168509188638,-0.20073095309726197,1,2,0.173484466118177,-1.735550702164018,1.0,2.0,0.054421768707482984,0,0.1470042384062872,2.0,1.0,-0.8,0.1333333333333333,1.8488927466117464e-33,4.0,2.1065773332321154,0.0,0.0,1.1780972450962501,0.3819811454782502,0.023811340677114767,0.22187840176402407,1,3,0.0,2.2001176959810484,0.7142857142857143,12.0,0.047619047619047616,0,0.14441449104336287,1.0,1.0,0.19999999999999996,-0.8,2.054325274013051e-34,5.0,1.9701814400260844,0.0,0.0,1.1780972450962501,0.4789072970548675,-0.03175599025953596,-0.23304799303369172,1,3,0.0,-3.023124538423762,0.5,2.0,0.054421768707482984,0,0.16487887112356267,1.0,1.5,-0.8,0.19999999999999996,8.217301096052204e-34,3.0,1.7671949977916745,0.0,0.0,1.1780972450962501,0.4557403958951369,-0.39313683994704335,-0.17587700734472986,1,1,0.044398080747394666,-5.830137709740977,0.6428571428571429,2.0,0.11394557823129252,0,0.1833176466605353,1.0,1.0,-0.06666666666666665,-0.19999999999999996,0.0,2.0,0.8921178708188161,0.0,0.0,1.96349540849375,0.36599756981458803,1
0.3474691247464641,0.3474691247464641,1,3,0.16455134526339096,-0.7308891475081811,0.9285714285714286,11.0,0.03401360544217687,3,0.20445436880711143,1.0,0.5,0.1333333333333333,-0.6666666666666667,0.0,3.0,2.143952200643869,0.0,0.0,1.1780972450962501,0.7420632852706922,0.1861217032841207,-0.03579263524694598,1,1,0.04588654799131927,3.788018960282045,0.9285714285714286,7.0,0.028911564625850338,0,0.12462623077869107,4.0,1.0,-0.4,-0.7333333333333334,0.0,3.0,1.8468891232610352,0.0,0.0,1.1780972450962501,0.7080978091048036,-0.09581022322628721,0.12187623983932167,1,1,0.05258858909709531,-0.46620712821014204,0.9285714285714286,3.0,0.07142857142857142,3,0.2466425863159992,2.0,1.0,-0.4666666666666667,-0.33333333333333337,8.217301096052204e-34,2.0,1.4508050200839238,0.0,0.0,2.3561944901925003,0.47329016532376866,-0.009319083640367598,0.18960750945209504,1,1,0.0,4.4978718778239655,0.8571428571428571,9.0,0.027210884353741492,0,0.18641250101876075,2.0,1.0,0.19999999999999996,-0.6,3.286920438420882e-33,4.0,1.8468891232610354,0.0,0.0,1.570796326795,0.37342071634040863,-0.12052825050518368,-0.3656595500201745,1,1,0.0,-8.312344178754755,0.7857142857142857,3.0,0.04081632653061224,3,0.2093424409334126,2.0,1.0,-0.4,-0.6,0.0,3.0,1.7721393884375285,0.0,0.0,1.96349540849375,0.3161511860856139,-0.3139281592038653,-0.09778090204710549,1,1,0.0,-5.766218277948182,0.2857142857142857,1.0,0.09863945578231292,0,0.19831075209957072,1.0,1.0,-0.8666666666666667,0.06666666666666665,8.217301096052204e-34,3.0,0.9799711820833054,0.0,0.0,1.570796326795,0.3412149602212009,1
-0.003414739779425968,-0.2031770168758444,1,1,0.0,-4.554299398563662,0.5714285714285714,2.0,0.04421768707482993,0,0.18615852034241906,3.0,1.0,-0.6666666666666667,0.19999999999999996,2.054325274013051e-34,3.0,1.6681739719973967,0.0,0.0,1.570796326795,0.3068791317401082,0.3506905334742836,0.5184533021903599,3,7,0.6870920273799715,0.1464238123489185,0.7857142857142857,10.0,0.07407407407407407,0,0.28951951913885804,3.0,1.25,0.3999999999999999,-0.7333333333333334,8.217301096052204e-34,2.0,1.5691529462031188,0.0,0.0,0.39269908169875,0.5486802787889353,-0.45661619532708575,-0.654883753824373,1,1,0.5052790135640459,-2.585667529557582,1.0,3.0,0.03401360544217687,0,0.16869024187677148,3.0,1.0,-0.7333333333333334,0.19999999999999996,8.217301096052204e-34,3.0,1.809514255849282,0.0,0.0,2.3561944901925003,0.645174362733956,-0.5529893537906855,-0.30830379901604577,1,1,0.6870920273799715,7.8629568460030015,0.7857142857142857,3.0,0.015306122448979591,0,0.18389764816283807,2.0,1.0,-0.6666666666666667,0.16666666666666663,8.217301096052204e-34,3.0,2.007556307437838,0.0,0.0,1.96349540849375,0.40701449124234107,-0.07389309891648382,-0.31823022433922127,1,1,0.0,-8.21059678674354,0.5714285714285714,2.0,0.008503401360544217,0,0.20556741756258892,1.0,1.0,-0.6666666666666667,-0.4,8.217301096052204e-34,3.0,2.1065773332321154,0.0,0.0,1.96349540849375,0.15902633762936227,0.008847231770888975,0.2079099466158909,1,2,0.0,0.3572578075883125,0.7142857142857143,12.0,0.06802721088435373,0,0.20175629538445541,2.0,0.5,0.2666666666666666,-0.8,8.217301096052204e-34,2.0,1.0346012329101812,0.0,0.0,1.1780972450962501,0.5869599988599944,1
